x,y,z,vx,vy,vz,ax,ay,az,DTMode
0.01277814,-0.34558865,-0.86162704,0.01306801,-0.0054539046,-0.006384151,0.14553763,0.6168676,-0.422211,2_6
0.012704333,-0.34374225,-0.86237603,0.011210678,0.007971575,-0.008747231,0.7177855,0.643915,-0.81539273,2_6
0.012163313,-0.34227836,-0.86291724,0.0028053948,-0.008306785,-0.006209341,-0.3128797,-1.1261845,0.35095465,2_6
0.011327442,-0.34207404,-0.86273557,0.0021466787,-0.043008592,0.007424684,-0.35159513,-1.4066427,0.5052201,2_6
0.010317309,-0.34408197,-0.86125785,0.00042050268,-0.052534223,0.018343253,0.47997573,1.2040561,0.34572732,2_6
0.009013127,-0.34888646,-0.8594982,-0.004449891,-0.072833456,0.015949631,-0.49354112,-1.96645,-0.41762534,2_6
0.0075845392,-0.35747993,-0.858121,-0.0023295481,-0.110110596,0.006649619,0.10454696,-0.073949404,0.86458635,2_6
0.0067022275,-0.36765105,-0.8575139,-0.003526451,-0.12413558,-0.0028894097,-1.4263474,-0.60821754,-0.3385801,2_6
0.00601148,-0.38088325,-0.85714215,-0.0022677556,-0.12571105,0.0007383564,-1.4657015,-2.1575527,-0.7799725,2_6
0.00591594,-0.3937805,-0.8564373,0.0066980137,-0.13419914,0.004834603,-0.3413588,-1.0193,-0.8758424,2_6
0.0065873405,-0.40710345,-0.85577804,0.009914229,-0.13312617,0.0082356455,-0.5645653,-0.45119044,0.56794405,2_6
0.007936319,-0.41974184,-0.8548404,0.015424242,-0.11869956,0.01061802,-0.63107955,1.2607585,0.24183723,2_6
0.00968009,-0.4324049,-0.8542531,0.01862021,-0.120010994,0.010160802,0.9931335,0.4695775,1.5940048,2_6
0.0120081855,-0.44574255,-0.8544387,0.015500309,-0.107598625,-0.0043623475,-0.08284886,0.9264507,-0.13658729,2_6
0.014104946,-0.4548533,-0.8551119,0.018528804,-0.07568917,-0.001992799,-0.010562267,0.8825822,-1.4462686,2_6
0.01611805,-0.460793,-0.8554768,0.011498201,-0.06406033,-0.0028358812,-1.460679,-1.1160682,-1.5403796,2_6
0.017762633,-0.46411154,-0.8559706,0.015481061,-0.051648866,-0.0022731826,0.3123863,-0.055663507,-0.87327737,2_6
0.019207092,-0.4655302,-0.8574714,0.0110030165,-0.02751996,-0.00982039,1.2440807,0.4058344,0.24886076,2_6
0.02001742,-0.46473113,-0.8595477,0.0035564138,-0.022703277,-0.019690668,-0.47997805,-1.5278575,-0.7526971,2_6
0.020489097,-0.46283537,-0.86145043,0.0036796683,-0.01615369,-0.014135713,0.9360767,-1.5060635,1.282009,2_6
0.02038187,-0.4593162,-0.86361736,-0.0077114864,0.010848918,-0.019926088,-1.2521008,-0.238894,-1.1214641,2_6
0.019445859,-0.45516375,-0.8654205,-0.011100488,0.022703586,-0.018694546,0.3248066,0.5358807,-0.8003559,2_6
0.017392633,-0.44972655,-0.8667097,-0.022719335,0.01653094,-0.0065409215,-0.8445948,0.027572697,-0.71564066,2_6
0.014680574,-0.44417167,-0.86706424,-0.028244667,0.04417097,0.0030117612,0.48912308,2.2907622,0.6418974,2_6
0.010353674,-0.43554568,-0.8670261,-0.03942916,0.08116024,0.0006971252,0.19746372,0.3930644,0.33369604,2_6
0.005128339,-0.42414925,-0.8668313,-0.049981564,0.092604354,-0.0051074596,-0.99755955,-0.109868914,-0.1987326,2_6
-7.3987314e-05,-0.41177192,-0.8661814,-0.048647713,0.10992824,0.004734291,0.57635665,0.1912058,0.920711,2_6
-0.005497377,-0.39730963,-0.86477554,-0.044235926,0.13140853,0.009255155,0.90389144,1.6962339,1.0756484,2_6
-0.010511263,-0.38352457,-0.8631492,-0.041111782,0.12015956,0.009477193,0.36271545,-0.5344838,1.2623817,2_6
-0.014932156,-0.3699493,-0.86188567,-0.03811584,0.102572255,0.0021189242,-1.072386,-0.18614823,-0.31364185,2_6
-0.018345848,-0.35816556,-0.8610501,-0.02723344,0.0989344,-0.003520126,0.5688648,-0.2543512,-0.5876275,2_6
-0.020910535,-0.34748906,-0.86058503,-0.020649096,0.09650682,-0.0033231413,0.40163022,0.2452955,0.19688185,2_6
-0.022288023,-0.3384731,-0.8603559,-0.012211929,0.071686774,-0.002667331,0.50810397,0.38214442,0.4063338,2_6
-0.022324625,-0.33273482,-0.860499,-0.004191645,0.06186959,-0.0039014306,0.9613227,1.885041,0.80451393,2_6
-0.021375936,-0.3297845,-0.86095065,-0.0020434544,0.017427888,-0.009158216,-1.1339587,-1.8000414,-0.19856921,2_7
-0.020050695,-0.33036378,-0.8607952,0.0037814698,-0.0019172188,0.011972446,-0.4759721,-2.0762737,-0.13733311,2_7
-0.018138047,-0.3323845,-0.8561569,0.0056991028,-0.008627866,0.08357949,-0.3798152,1.2012956,2.1637566,2_7
-0.015814858,-0.33701026,-0.8400433,0.014295572,-0.02529376,0.21596561,0.44320035,-1.9271688,1.0540473,2_7
-0.013700575,-0.34446427,-0.80854154,0.0048502353,-0.0717313,0.38468215,-0.18404871,-0.5843861,2.4309685,2_7
-0.01170432,-0.35383472,-0.758919,0.0110924905,-0.06898399,0.56827253,-0.5984087,2.0024054,1.9454889,2_7
-0.009947962,-0.36404115,-0.6949026,0.0148086,-0.08144397,0.7072896,1.5400414,0.6338202,3.1172912,2_7
-0.008230179,-0.37891644,-0.60456234,0.010645664,-0.13892318,0.7912055,0.40989053,-1.6429859,0.25032496,2_7
-0.007192407,-0.39589044,-0.51389754,0.006861272,-0.1524402,0.804892,1.598796,2.6202307,0.93988675,2_7
-0.0067092297,-0.41319135,-0.43064862,0.0019528526,-0.16503718,0.75713223,0.7722707,1.5396261,0.19133246,2_7
-0.006995582,-0.43510455,-0.33959895,-0.009599491,-0.18191986,0.65595603,-0.49905777,1.7700719,-0.38918656,2_7
-0.008144958,-0.4545461,-0.2700943,-0.01594272,-0.18045108,0.5957299,-0.6042265,1.5614321,-0.4913943,2_7
-0.00998683,-0.47272816,-0.2086624,-0.014051284,-0.16455801,0.58208114,1.3112718,0.7441957,1.1671205,2_7
-0.012082853,-0.4887392,-0.15618408,-0.016285773,-0.16322552,0.57504135,1.0882144,-1.096731,1.5235679,2_7
-0.014892862,-0.5055512,-0.09934472,-0.023814257,-0.16049355,0.56298405,-0.16348314,0.033169735,-0.3677315,2_7
-0.018046832,-0.5182859,-0.050098486,-0.03257617,-0.1233365,0.55395967,-1.4027333,1.326054,-0.16133438,2_7
-0.02141348,-0.5257843,-0.008198112,-0.030624133,-0.08743966,0.51395893,0.032188438,-0.43434083,-0.45015457,2_7
-0.025291745,-0.53038526,0.030070933,-0.03322507,-0.07598849,0.40187576,-0.011128002,-0.082585394,0.234446,2_7
-0.025438927,-0.53342295,0.025023958,0.022578957,-0.07390669,-0.15680382,0.040350016,0.18049729,3.3221505,2_7
-0.023945402,-0.53576994,0.013042077,0.009420878,-0.076328054,0.15809415,-0.08697507,-0.87741,2.563683,2_7
-0.022061907,-0.5383037,0.006504692,0.029625889,-0.10321911,-0.111862764,-0.20606029,-0.4250533,2.6832867,2_7
-0.018193878,-0.5426177,-0.009039101,0.062172916,-0.100455284,-0.07811511,-0.04838968,-1.335634,3.999727,2_7
-0.015627343,-0.54265153,-0.029742107,0.009236299,0.015949367,-0.08599866,2.1559076,-1.2393605,-10.290211,2_7
-0.014217851,-0.5386379,-0.04807497,-0.007166042,-0.005735259,-0.06446365,0.7445075,0.98624456,-1.1807846,2_7
-0.013054384,-0.53527766,-0.0643532,-0.001501473,-0.0070873145,-0.07518137,0.48533222,1.7606208,-0.077086255,2_7
-0.012343842,-0.5312941,-0.07829458,-0.00081235345,-0.0073411088,-0.07984044,0.212297,-1.5125704,0.16082427,2_7
-0.012050791,-0.5275648,-0.08999494,0.00047776732,0.013440324,-0.080692045,-0.025321629,-0.9800044,0.15892176,2_7
-0.012090522,-0.5242137,-0.098574735,-0.00019322238,0.011831204,-0.082097955,0.061124466,1.9796767,0.1887662,2_7
-0.012382789,-0.5208518,-0.104425274,-0.0013204375,0.007996641,-0.07893742,0.31353283,-2.6282675,-0.21245041,2_7
-0.01283212,-0.5183267,-0.108333595,-0.0024185518,0.027500069,-0.07396046,-0.043807313,2.4031823,0.5380128,2_7
-0.013346424,-0.51628315,-0.11053864,-0.0015795957,0.012020204,-0.0725453,0.7966521,-1.7421165,-0.30223244,2_7
-0.01406581,-0.5146381,-0.1110279,-0.006274793,0.015228652,-0.06746963,-0.41256472,-0.24105237,-0.35059988,2_7
-0.01467328,-0.5138054,-0.10977168,-0.006279386,0.0135169625,-0.060179643,-0.5542451,-0.4288549,-0.17324658,2_7
-0.015069523,-0.5136818,-0.10689303,-0.0023386318,0.012299605,-0.052341707,0.35012075,0.40103963,0.09249682,2_7
-0.015223505,-0.5141235,-0.103042714,-0.0024572443,0.008635271,-0.04622473,-0.21377583,-0.06945475,-0.068255514,2_7
-0.015076522,-0.5149289,-0.09879534,-0.00097563845,0.006311649,-0.03936698,-0.41149792,-0.34012723,-0.111775905,2_7
-0.014738476,-0.51594746,-0.09413818,0.002464339,0.0070693,-0.032372177,0.61053556,0.66657436,0.117359914,2_7
-0.014248706,-0.51725024,-0.0894532,0.0028763982,0.002120151,-0.0271359,0.35460207,0.028130682,0.077682905,2_7
-0.013705117,-0.5186059,-0.08497671,0.002225565,0.0015480759,-0.022757366,-0.1848941,0.2616705,-0.080044374,2_7
-0.013181972,-0.51992327,-0.08077931,0.0029841692,-0.0015842252,-0.018637469,-0.054311745,-0.2742383,-0.041968636,2_7
-0.012517468,-0.52132344,-0.07663877,0.0050564175,-0.0024506378,-0.015257186,0.33046135,0.12130587,0.02534854,2_7
-0.011914181,-0.5223894,-0.0737768,0.007885545,-0.0029646836,-0.013003836,0.33685595,0.37929073,-0.07721035,2_7
-0.011216579,-0.52350914,-0.07091273,0.0065175775,-0.0075244904,-0.010451261,-0.47633067,-0.6870744,0.006925122,2_7
-0.010578902,-0.52449197,-0.06842826,0.005542172,-0.0072719683,-0.00932607,-0.6208195,-0.5098323,-0.09868772,2_7
-0.010054191,-0.5254452,-0.06610489,0.0071277143,-0.008988063,-0.00679465,0.013813735,-0.18912102,-0.038420226,2_7
-0.009726019,-0.52620107,-0.0644972,0.0072686905,-0.009253781,-0.0056991866,-0.09811185,-0.08358287,-0.036810268,2_7
-0.009447408,-0.5269316,-0.06302157,0.007243748,-0.009419023,-0.0047743167,-0.28043514,-0.08956077,0.14105195,2_7
-0.0091932705,-0.5275158,-0.06170044,0.009983974,-0.007911482,-0.0036901226,0.2674409,0.47600374,0.12738946,2_7
-0.008970463,-0.5279364,-0.060723152,0.009089758,-0.010296549,-0.0033988806,-0.25646156,-0.20296015,-0.059468884,2_7
-0.008799833,-0.52828056,-0.05993752,0.009082249,-0.010995344,-0.0032235784,-0.15929267,-0.2741636,-0.117829986,2_7
