x,y,z,vx,vy,vz,ax,ay,az,DTMode
-0.05560601,-0.04938947,-0.023490414,0.003749023,-0.00021285516,-0.0017449567,-0.002489932,-0.001265975,-0.038633496,2_3
-0.057283934,-0.049984902,-0.02407488,0.0023535746,-0.00029550536,-0.0033922892,0.019308338,0.026002163,-0.08216127,2_3
-0.059491843,-0.049911465,-0.024834368,0.0014491235,6.070879e-06,-0.0018279355,0.0093194125,0.008128005,0.019892223,2_3
-0.060358133,-0.04941003,-0.025367942,-2.6454543e-05,0.0005096213,-0.00053578534,-0.0002968295,-0.011941695,0.0035222617,2_3
-0.06184711,-0.048268415,-0.025341872,7.125126e-05,0.0013857202,-0.0014787904,0.02351128,-0.015780354,0.036721114,2_3
-0.061989676,-0.048014987,-0.025367107,0.000127649,0.0014128132,-0.0024829588,-0.0018370667,0.007213224,0.023555756,2_3
-0.063306764,-0.047817133,-0.025390727,-0.00065825484,0.00092655636,-0.0006825768,0.00987516,0.0046604024,0.0053029503,2_3
-0.06512613,-0.047780205,-0.025551563,-0.0022044047,0.0005652694,-7.029163e-05,-0.0049345368,-0.01489962,0.027190892,2_3
-0.06736102,-0.048158534,-0.0259054,-0.0040547983,-0.00038409294,-0.0010320937,-0.031108227,0.003103114,0.0388734,2_3
-0.06835363,-0.047830813,-0.026462086,-0.004998191,-0.0006042125,-0.0006508472,-0.0098223025,-0.014696043,-0.046184283,2_3
-0.06943018,-0.04761721,-0.02696399,-0.005529009,-0.00050726393,-0.00010967901,0.0017191857,-0.0036925147,0.028392298,2_3
-0.069304265,-0.04835859,-0.026956147,-0.005883458,-0.00039707992,-0.00058855664,0.0008205072,-0.0013708269,-0.025906498,2_3
-0.068459824,-0.049298357,-0.026368337,-0.0053818133,-0.0007675048,0.0025773316,0.007041613,0.0025672663,0.017855315,2_3
-0.068501726,-0.05022447,-0.025598545,-0.0051484155,-0.0010173565,0.0029831615,0.007997042,0.017539307,-0.05883723,2_3
-0.067948624,-0.05066138,-0.024920264,-0.004035637,-0.0012846357,0.0044624764,-0.0028795265,-0.025691867,-0.0016568227,2_3
-0.06740203,-0.051040933,-0.023942925,-0.004012371,-0.0012865916,0.0045438097,-0.020769615,-0.010938699,0.043164525,2_3
-0.066203184,-0.050194133,-0.023304673,-0.004352255,-1.5641337e-05,0.000857721,-0.01421589,-0.013736587,-0.027775763,2_3
