gyro_rad[0],gyro_rad[1],gyro_rad[2],accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],x,y,z,vx,vy,vz,ax,ay,az
-0.00026631617,-0.0005326323,-0.0005326324,-0.0035913025,-0.014365039,-9.805454,0.2764622,-0.036365427,0.47569445,-0.05560601,-0.04938947,-0.023490414,0.003749023,-0.00021285516,-0.0017449567,-0.002489932,-0.001265975,-0.038633496
-0.0002663159,-0.00026631614,-0.0007989484,0.0035913025,-0.01795634,-9.805452,0.2767093222637106,-0.0354691971551925,0.4754569607001166,-0.0557019473115519,-0.0494235145367561,-0.0235238315425904,0.0036692365687281,-0.0002175807840373,-0.0018391449059509,-0.0012435898413068,0.0002931134037339,-0.0411222485390898
-0.0002663161,5.4455468e-11,0.0002663161,0.01436521,-0.0035911314,-9.803058,0.2769564445274212,-0.034572967310385,0.4752194714002333,-0.0557978846231038,-0.0494575590735122,-0.0235572490851808,0.0035894501374562,-0.0002223064080746,-0.0019333331119019,2.7523173862314086e-06,0.0018522018074679,-0.0436110010781796
-0.00079894846,0.00026631606,-0.00026631623,-0.007182605,-0.02633605,-9.8198185,0.2772035667911318,-0.0336767374655775,0.4749819821003501,-0.0558938219346557,-0.0494916036102683,-0.0235906666277712,0.0035096637061843,-0.000227032032112,-0.0020275213178529,0.0012490944760793,0.0034112902112018,-0.0460997536172695
-0.0002663162,0.0002663161,-0.00053263234,-0.008379708,-0.0011969307,-9.767147,0.2773600810268378,-0.033028764268378,0.4748324571878646,-0.0559897592462077,-0.0495256481470245,-0.0236240841703617,0.0034298772749124,-0.0002317576561493,-0.0021217095238039,0.0024954366347724,0.0049703786149358,-0.0485885061563593
0.0002663161,-0.00026631623,0.00026631617,-0.010773908,0.007182776,-9.768345,0.2772555212835472,-0.0330961068354725,0.4749363889848308,-0.0560856965577596,-0.0495596926837806,-0.0236575017129521,0.0033500908436406,-0.0002364832801866,-0.0022158977297549,0.0037417787934655,0.0065294670186697,-0.0510772586954492
0.0005326324,-0.0005326323,-9.296186e-12,0.0059855045,0.020350887,-9.763554,0.2771509615402567,-0.033163449402567,0.475040320781797,-0.0561816338693115,-0.0495937372205367,-0.0236909192555425,0.0032703044123687,-0.000241208904224,-0.0023100859357059,0.0049881209521586,0.0080885554224037,-0.053566011234539
0.00026631626,1.03861905e-10,-0.0005326323,0.015562311,0.033519,-9.75757,0.2770464017969661,-0.0332307919696616,0.4751442525787631,-0.0562775711808634,-0.0496277817572928,-0.023724336798133,0.0031905179810968,-0.0002459345282613,-0.0024042741416569,0.0062344631108518,0.0096476438261376,-0.0560547637736289
0.0002663162,0.00079894834,-0.000266316,0.008379706,0.02633639,-9.79468,0.2766667698716453,-0.0333668493652275,0.4750794003150525,-0.0563735084924154,-0.049661826294049,-0.0237577543407234,0.0031107315498249,-0.0002506601522987,-0.0024984623476079,0.0074808052695449,0.0112067322298716,-0.0585435163127187
0.00053263246,0.0007989483,0.00026631603,-0.002394202,0.01197118,-9.836579,0.2760283836056009,-0.0335675452858809,0.474855776604434,-0.0564694458039673,-0.0496958708308051,-0.0237911718833138,0.003030945118553,-0.000255385776336,-0.0025926505535589,0.008727147428238,0.0127658206336056,-0.0610322688518086
0.00026631638,0.0002663159,0.00079894834,-0.0011971008,1.7168068e-07,-9.836578,0.2753899973395566,-0.0337682412065344,0.4746321528938156,-0.0565653831155192,-0.0497299153675612,-0.0238245894259043,0.0029511586872812,-0.0002601114003733,-0.0026868387595099,0.0099734895869311,0.0143249090373395,-0.0635210213908984
-0.00026631606,-2.2545488e-10,0.0010652647,0.007182605,-0.0047882325,-9.818621,0.2747516110735122,-0.0339689371271878,0.4744085291831972,-0.0566613204270711,-0.0497639599043173,-0.0238580069684947,0.0028713722560093,-0.0002648370244107,-0.0027810269654609,0.0112198317456242,0.0158839974410735,-0.0660097739299883
-0.00026631626,0.00026631614,0.00079894846,0.010773908,-0.007182434,-9.823412,0.2744171236872812,-0.0340589987537923,0.4744452214585764,-0.0567572577386231,-0.0497980044410735,-0.0238914245110851,0.0027915858247374,-0.000269562648448,-0.0028752151714119,0.0124661739043173,0.0174430858448074,-0.0684985264690781
-1.4184859e-10,0.00079894846,-0.0002663161,0.0047884043,0.009576979,-9.797075,0.274171917327888,-0.0341165576499416,0.4745583907467911,-0.056853195050175,-0.0498320489778296,-0.0239248420536756,0.0027117993934655,-0.0002742882724854,-0.0029694033773628,0.0137125160630105,0.0190021742485414,-0.070987279008168
-0.00053263246,5.6579044e-11,-0.0005326322,-0.014365209,0.017956687,-9.800665,0.2739267109684947,-0.034174116546091,0.4746715600350058,-0.0569491323617269,-0.0498660935145857,-0.023958259596266,0.0026320129621936,-0.0002790138965227,-0.0030635915833138,0.0149588582217036,0.0205612626522753,-0.0734760315472578
-0.00026631623,-0.00026631617,-0.0002663161,-0.014365209,0.016759586,-9.825806,0.2737047837339557,-0.0342218653465577,0.4747681327887981,-0.0570450696732788,-0.0499001380513418,-0.0239916771388564,0.0025522265309218,-0.00028373952056,-0.0031577797892648,0.0162052003803967,0.0221203510560093,-0.0759647840863477
4.7282855e-11,0.00053263234,-3.798667e-11,0.0035913023,0.007182777,-9.830593,0.2742211373162194,-0.0339584939696616,0.4743383583080513,-0.0571410069848308,-0.049934182588098,-0.0240250946814469,0.0024724400996499,-0.0002884651445974,-0.0032519679952158,0.0174515425390898,0.0236794394597432,-0.0784535366254375
0.00026631617,0.0010652647,-2.8690484e-11,0.0047884043,-0.007182434,-9.8198185,0.2747374908984831,-0.0336951225927654,0.4739085838273045,-0.0572369442963827,-0.0499682271248541,-0.0240585122240373,0.002392653668378,-0.0002931907686347,-0.0033461562011668,0.0186978846977829,0.0252385278634772,-0.0809422891645274
0.00079894846,0.00079894846,-1.9882858e-10,-0.01436521,-0.010773738,-9.816229,0.2752538444807468,-0.0334317512158693,0.4734788093465578,-0.0573483420805134,-0.049982759730455,-0.0240970354259043,0.0023271903788798,-0.0002867079201225,-0.0033466546113185,0.0190169457742123,0.0254807464889148,-0.0791842136114352
